Day fraction since midnight on 11/11/2022	7 kPa (cm)	Raw Water Pump ()	Pump Control ()	Clay Pump ()	PACl Pump ()	Floc Recycle Pump ()	Bulk Effluent Pump ()	ChemTrac Read All ()	PC 1.2 Total N ()	PC 1.2 Bin 1 N ()	PC 1.2 Bin 2 N ()	PC 1.2 Bin 3 N ()	PC 1.2 Bin 4 N ()	PC 1.2 Bin 5 N ()	PC 1.2 Bin 6 N ()	PC 1.2 Cell ()	PC 1.3 Total N ()	PC 1.3 Bin 1 N ()	PC 1.3 Bin 2 N ()	PC 1.3 Bin 3 N ()	PC 1.3 Bin 4 N ()	PC 1.3 Bin 5 N ()	PC 1.3 Bin 6 N ()	PC 1.3 Cell ()	PACl Scale ()	Raw Turbidity ()	Settled Water Turbidimeter ()	Basin Pump Duty Cycle ()
0.00730578	840.82458496	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	15842.47495127	1262.00000000	688.00000000	307.00000000	219.00000000	41.00000000	5.00000000	2.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.90000000	102.57250214	0.24550183	0.00000000
0.00800024	840.82415771	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	15902.38599443	1258.00000000	687.00000000	307.00000000	211.00000000	44.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.80000000	102.56018829	0.26559842	0.00000000
0.00869471	840.60565186	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	15962.31397390	1248.00000000	678.00000000	308.00000000	212.00000000	42.00000000	4.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.70000000	102.85366058	0.22075923	0.00000000
0.00938919	840.58148193	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16022.41674566	1223.00000000	677.00000000	294.00000000	204.00000000	41.00000000	4.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.70000000	102.44987488	0.25271606	0.00000000
0.01008362	840.49255371	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16082.52175283	1230.00000000	679.00000000	295.00000000	208.00000000	41.00000000	4.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.60000000	102.76868439	0.23758005	0.00000000
0.01077809	840.51312256	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16142.43715954	1191.00000000	660.00000000	287.00000000	200.00000000	38.00000000	3.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.60000000	102.83549500	0.24878161	0.00000000
0.01147254	840.16442871	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16202.36203146	1204.00000000	672.00000000	289.00000000	195.00000000	39.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.60000000	102.71613312	0.28966665	0.00000000
0.01216701	839.38183594	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16262.46518183	1197.00000000	655.00000000	288.00000000	202.00000000	42.00000000	5.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.50000000	102.74662018	0.24026634	0.00000000
0.01286147	839.28741455	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16322.37812567	1195.00000000	666.00000000	290.00000000	191.00000000	39.00000000	6.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.40000000	102.85148621	0.26539648	0.00000000
0.01355593	839.32171631	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16382.69134808	1208.00000000	666.00000000	298.00000000	193.00000000	41.00000000	5.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.40000000	102.83562469	0.26417807	0.00000000
0.01425038	839.61920166	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16442.41083431	1197.00000000	661.00000000	292.00000000	195.00000000	40.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.30000000	102.86064911	0.23549069	0.00000000
0.01494483	839.55816650	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16502.32111931	1236.00000000	681.00000000	297.00000000	203.00000000	44.00000000	7.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.30000000	102.61209869	0.23274140	0.00000000
0.01563930	840.17572021	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16562.24896193	1212.00000000	665.00000000	298.00000000	199.00000000	41.00000000	6.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.20000000	102.66291809	0.28480980	0.00000000
0.01633376	840.16912842	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16622.35582018	1221.00000000	675.00000000	287.00000000	207.00000000	42.00000000	6.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.20000000	102.70874786	0.24734215	0.00000000
0.01702822	840.28454590	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16682.45870733	1226.00000000	674.00000000	295.00000000	204.00000000	42.00000000	7.00000000	5.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.10000000	102.79179382	0.26543576	0.00000000
0.01772266	840.08520508	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16742.37035370	1202.00000000	662.00000000	287.00000000	202.00000000	39.00000000	6.00000000	5.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.10000000	102.85420990	0.23669280	0.00000000
0.01841712	839.52496338	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16802.68184328	1200.00000000	662.00000000	290.00000000	196.00000000	41.00000000	6.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.10000000	102.84813690	0.24140872	0.00000000
0.01911158	839.37426758	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16862.40322351	1199.00000000	668.00000000	292.00000000	194.00000000	37.00000000	5.00000000	2.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1179.00000000	102.67785645	0.29239908	0.00000000
0.01980603	839.71685791	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16922.31448984	1192.00000000	654.00000000	289.00000000	200.00000000	40.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.90000000	102.60444641	0.25469381	0.00000000
0.02050049	840.07116699	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	16982.41712236	1190.00000000	663.00000000	286.00000000	195.00000000	38.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.90000000	102.74885559	0.25574112	0.00000000
0.02119495	840.25732422	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17042.34456873	1193.00000000	649.00000000	293.00000000	199.00000000	40.00000000	7.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.80000000	102.60723114	0.24736862	0.00000000
0.02188941	840.53662109	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17102.45054483	1215.00000000	679.00000000	296.00000000	192.00000000	39.00000000	5.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.70000000	102.87737274	0.22978957	0.00000000
0.02258387	840.66033936	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17162.37724590	1206.00000000	673.00000000	290.00000000	193.00000000	40.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.70000000	102.91372681	0.22042032	0.00000000
0.02327832	840.68847656	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17222.28844738	1186.00000000	662.00000000	280.00000000	191.00000000	40.00000000	7.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.70000000	102.59033203	0.26331359	0.00000000
0.02397279	840.36218262	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17282.39082909	1175.00000000	652.00000000	288.00000000	187.00000000	39.00000000	5.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.60000000	102.82624817	0.23246123	0.00000000
0.02466724	840.04858398	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17342.12847137	1173.00000000	660.00000000	279.00000000	191.00000000	36.00000000	4.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.50000000	102.84062195	0.24573921	0.00000000
0.02536169	840.57489014	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17402.42371941	1175.00000000	649.00000000	288.00000000	194.00000000	37.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.50000000	102.80477142	0.23307650	0.00000000
0.02605614	840.75885010	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17462.33586311	1178.00000000	655.00000000	290.00000000	187.00000000	39.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.50000000	102.67724609	0.24819924	0.00000000
0.02675060	840.81842041	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17522.43859386	1167.00000000	648.00000000	276.00000000	192.00000000	42.00000000	7.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.40000000	102.81185913	0.27484557	0.00000000
0.02744506	840.61187744	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17582.54212570	1168.00000000	645.00000000	280.00000000	190.00000000	41.00000000	8.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.30000000	102.86116028	0.27212065	0.00000000
0.02813952	840.41949463	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17641.89524555	1168.00000000	645.00000000	280.00000000	190.00000000	41.00000000	8.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.30000000	102.81793976	0.25683972	0.00000000
0.02883396	840.25805664	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17702.38311148	1181.00000000	652.00000000	284.00000000	199.00000000	39.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.20000000	102.91929626	0.27070776	0.00000000
0.02952843	840.09375000	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17762.50225925	1194.00000000	662.00000000	289.00000000	194.00000000	41.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.20000000	102.74565887	0.22387511	0.00000000
0.03022289	839.80596924	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17822.41434240	1166.00000000	647.00000000	280.00000000	196.00000000	36.00000000	5.00000000	2.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.10000000	102.63683319	0.86883396	0.00000000
0.03091734	839.55358887	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17882.32576799	1357.00000000	695.00000000	310.00000000	236.00000000	84.00000000	21.00000000	9.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.10000000	103.01171112	0.45127535	0.00000000
0.03161179	839.54388428	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	17942.42807293	1200.00000000	662.00000000	280.00000000	201.00000000	44.00000000	8.00000000	5.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.00000000	103.01298523	0.25994891	0.00000000
0.03230625	839.33898926	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18002.35692501	1155.00000000	629.00000000	283.00000000	188.00000000	44.00000000	6.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1178.00000000	102.81101990	0.24912910	0.00000000
0.03300070	839.57733154	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18062.46143055	1154.00000000	636.00000000	276.00000000	193.00000000	39.00000000	6.00000000	4.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.90000000	102.74263763	0.21389416	0.00000000
0.03369515	840.29248047	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18122.56398582	1142.00000000	631.00000000	271.00000000	191.00000000	40.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.80000000	102.66209412	0.22644719	0.00000000
0.03438960	840.48767090	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18182.49004650	1140.00000000	627.00000000	275.00000000	192.00000000	37.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.80000000	102.77533722	0.26744321	0.00000000
0.03508405	840.81079102	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18242.40361118	1190.00000000	638.00000000	284.00000000	202.00000000	48.00000000	13.00000000	5.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.80000000	102.58952332	0.24867605	0.00000000
0.03577850	840.87994385	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18302.31497622	1117.00000000	613.00000000	269.00000000	191.00000000	38.00000000	4.00000000	2.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.70000000	102.98822784	0.36115456	0.00000000
0.03647296	840.97705078	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18362.41902351	1102.00000000	604.00000000	263.00000000	186.00000000	41.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.70000000	102.77600098	0.23515062	0.00000000
0.03716742	841.11718750	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18422.34632111	1098.00000000	601.00000000	264.00000000	185.00000000	38.00000000	5.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.60000000	102.89149475	0.27377245	0.00000000
0.03786187	839.95721436	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18482.44892168	1087.00000000	588.00000000	268.00000000	189.00000000	37.00000000	3.00000000	2.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.60000000	103.14910126	0.33408868	0.00000000
0.03855633	838.87548828	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18542.37797070	1080.00000000	594.00000000	257.00000000	185.00000000	38.00000000	4.00000000	2.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.50000000	104.22869110	0.21994886	0.00000000
0.03925078	838.09381104	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18602.48083544	1063.00000000	583.00000000	257.00000000	181.00000000	35.00000000	4.00000000	3.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.50000000	104.40089417	0.22868533	0.00000000
0.03994523	837.53802490	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18662.39056826	2116.00000000	760.00000000	389.00000000	434.00000000	344.00000000	139.00000000	40.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.40000000	102.75205231	4.25002384	0.00000000
0.04063969	837.13140869	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18722.32002735	3988.00000000	1190.00000000	703.00000000	931.00000000	815.00000000	264.00000000	71.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.40000000	102.41368103	1.60684264	0.00000000
0.04133414	836.12622070	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18782.42282724	2327.00000000	864.00000000	463.00000000	509.00000000	362.00000000	95.00000000	28.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.30000000	102.92950439	0.82603776	0.00000000
0.04202860	835.44897461	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18842.33561277	1768.00000000	749.00000000	372.00000000	372.00000000	208.00000000	50.00000000	15.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.30000000	102.68737793	0.61463141	0.00000000
0.04272303	835.66699219	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18902.26118469	1549.00000000	684.00000000	337.00000000	310.00000000	159.00000000	39.00000000	16.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.20000000	102.59928131	0.64325494	0.00000000
0.04341749	835.19110107	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	18962.36393309	1503.00000000	676.00000000	326.00000000	299.00000000	142.00000000	41.00000000	16.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.10000000	102.76795959	0.74256396	0.00000000
0.04411195	834.80023193	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19022.46914005	1587.00000000	687.00000000	340.00000000	312.00000000	164.00000000	61.00000000	20.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.10000000	103.09516907	0.90893716	0.00000000
0.04480641	835.33233643	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19082.38065290	2064.00000000	783.00000000	406.00000000	439.00000000	289.00000000	108.00000000	33.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.00000000	102.99678040	1.30804849	0.00000000
0.04550086	834.97637939	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19142.30740023	2781.00000000	949.00000000	534.00000000	632.00000000	440.00000000	169.00000000	54.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.00000000	102.91533661	1.65876257	0.00000000
0.04619530	836.71826172	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19202.40894890	3336.00000000	1104.00000000	644.00000000	795.00000000	547.00000000	183.00000000	58.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1177.00000000	103.15885162	1.56387079	0.00000000
0.04688976	836.85699463	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19262.32150030	3070.00000000	1103.00000000	623.00000000	722.00000000	442.00000000	131.00000000	45.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1176.90000000	103.33654022	1.13163269	0.00000000
0.04758420	836.98156738	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19322.44052982	2606.00000000	1047.00000000	574.00000000	572.00000000	304.00000000	80.00000000	26.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1176.80000000	103.15686035	0.78322148	0.00000000
0.04827866	837.52075195	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19382.35341454	2242.00000000	999.00000000	506.00000000	468.00000000	204.00000000	44.00000000	19.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1176.70000000	103.31433105	0.65806180	0.00000000
0.04897311	838.25695801	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19442.45618629	2118.00000000	999.00000000	482.00000000	418.00000000	163.00000000	39.00000000	14.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1176.70000000	103.35594940	0.64329535	0.00000000
0.04966757	838.03546143	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19502.18957043	2072.00000000	1032.00000000	471.00000000	390.00000000	137.00000000	30.00000000	11.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1176.60000000	103.38689423	0.60411197	0.00000000
0.05036202	837.97821045	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19561.91036034	2072.00000000	1032.00000000	471.00000000	390.00000000	137.00000000	30.00000000	11.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1176.60000000	103.32533264	0.66783625	0.00000000
0.05105648	839.12884521	184.36363636	0.92592593	29.40000000	3.48135593	60.00000000	261.34549601	19622.39872408	2391.00000000	1267.00000000	559.00000000	413.00000000	116.00000000	23.00000000	11.00000000	89.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1176.50000000	103.52833557	0.58047837	0.00000000
