Day fraction since midnight on 11/10/2022	7 kPa (cm)	Raw Water Pump ()	Pump Control ()	Clay Pump ()	PACl Pump ()	Floc Recycle Pump ()	Bulk Effluent Pump ()	ChemTrac Read All ()	PC 1.2 Total N ()	PC 1.2 Bin 1 N ()	PC 1.2 Bin 2 N ()	PC 1.2 Bin 3 N ()	PC 1.2 Bin 4 N ()	PC 1.2 Bin 5 N ()	PC 1.2 Bin 6 N ()	PC 1.2 Cell ()	PC 1.3 Total N ()	PC 1.3 Bin 1 N ()	PC 1.3 Bin 2 N ()	PC 1.3 Bin 3 N ()	PC 1.3 Bin 4 N ()	PC 1.3 Bin 5 N ()	PC 1.3 Bin 6 N ()	PC 1.3 Cell ()	PACl Scale ()	Raw Turbidity ()	Settled Water Turbidimeter ()	Basin Pump Duty Cycle ()
0.10590600	21.41012573	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	11702.34180498	28661.00000000	147.00000000	486.00000000	3315.00000000	13965.00000000	10560.00000000	188.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1231.40000000	110.00000000	110.00000000	0.00000000
0.10660046	21.86579323	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	11762.44714260	28699.00000000	142.00000000	495.00000000	3287.00000000	13914.00000000	10623.00000000	238.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1231.40000000	110.00000000	110.00000000	0.00000000
0.10729491	23.29196358	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	11822.35844564	28626.00000000	143.00000000	487.00000000	3323.00000000	13922.00000000	10556.00000000	193.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1231.40000000	110.00000000	110.00000000	0.00000000
0.10798937	23.52298927	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	11882.46106815	28717.00000000	142.00000000	460.00000000	3226.00000000	13709.00000000	10915.00000000	264.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1231.40000000	110.00000000	110.00000000	0.00000000
0.10868381	26.06815338	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	11942.19627237	28588.00000000	144.00000000	488.00000000	3259.00000000	13812.00000000	10671.00000000	214.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1231.40000000	110.00000000	110.00000000	0.00000000
0.10937827	27.17712212	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12002.29988718	28609.00000000	140.00000000	478.00000000	3309.00000000	13979.00000000	10532.00000000	171.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.50000000	110.00000000	110.00000000	0.00000000
0.11007271	28.20319176	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12062.40434074	28622.00000000	146.00000000	484.00000000	3289.00000000	13857.00000000	10607.00000000	237.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.50000000	110.00000000	110.00000000	0.00000000
0.11076717	26.49838638	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12122.33052969	28615.00000000	147.00000000	491.00000000	3293.00000000	13870.00000000	10625.00000000	188.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.50000000	110.00000000	110.00000000	0.00000000
0.11146163	28.18424606	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12182.24395275	28643.00000000	140.00000000	486.00000000	3291.00000000	14095.00000000	10472.00000000	158.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.50000000	110.00000000	110.00000000	0.00000000
0.11215609	27.70443535	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12242.16949940	28606.00000000	140.00000000	473.00000000	3271.00000000	13687.00000000	10790.00000000	246.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.50000000	110.00000000	110.00000000	0.00000000
0.11285054	27.54186058	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12302.46690893	28569.00000000	134.00000000	478.00000000	3233.00000000	13762.00000000	10761.00000000	200.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11354499	24.24549866	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12362.37809849	0.00000000	-0.00000000	8607741952.00000000	-0.00000000	2.00429320	0.00000000	2.00411439	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11423945	24.18350601	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12422.48055458	28586.00000000	142.00000000	462.00000000	3162.00000000	13602.00000000	10998.00000000	219.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11493391	25.07977104	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12482.60122347	28643.00000000	135.00000000	466.00000000	3199.00000000	13649.00000000	10937.00000000	257.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11562835	25.87920761	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12541.93576241	28643.00000000	135.00000000	466.00000000	3199.00000000	13649.00000000	10937.00000000	257.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11632281	25.61920547	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12602.42417145	28732.00000000	134.00000000	465.00000000	3160.00000000	13705.00000000	11015.00000000	253.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.50000000	110.00000000	110.00000000	0.00000000
0.11701725	24.68459320	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12662.35067606	28650.00000000	145.00000000	465.00000000	3120.00000000	13608.00000000	11067.00000000	244.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11771170	25.87464905	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12722.45430279	28701.00000000	136.00000000	468.00000000	3196.00000000	13720.00000000	10913.00000000	267.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11840616	25.08846474	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12782.36596107	28614.00000000	143.00000000	452.00000000	3157.00000000	13647.00000000	10975.00000000	239.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11910061	27.36185455	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12842.46900082	28677.00000000	122.00000000	465.00000000	3155.00000000	13734.00000000	10964.00000000	236.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.11979505	24.33787346	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12902.38029194	28618.00000000	134.00000000	470.00000000	3177.00000000	13699.00000000	10895.00000000	242.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.12048950	24.97105980	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	12962.30664110	28646.00000000	134.00000000	454.00000000	3211.00000000	13790.00000000	10851.00000000	205.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.60000000	110.00000000	110.00000000	0.00000000
0.12118395	26.36830330	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13022.41107035	28635.00000000	147.00000000	487.00000000	3287.00000000	13965.00000000	10537.00000000	212.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.70000000	110.00000000	110.00000000	0.00000000
0.12187840	28.87077713	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13082.33974648	28645.00000000	147.00000000	493.00000000	3329.00000000	13903.00000000	10597.00000000	176.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.70000000	110.00000000	110.00000000	0.00000000
0.12257286	27.34759712	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13142.44048166	28655.00000000	148.00000000	497.00000000	3356.00000000	14007.00000000	10438.00000000	209.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.70000000	110.00000000	110.00000000	0.00000000
0.12326732	31.09712029	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13202.54600239	28638.00000000	146.00000000	487.00000000	3262.00000000	13855.00000000	10690.00000000	198.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.80000000	110.00000000	110.00000000	0.00000000
0.12396176	33.22063446	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13262.66531610	28638.00000000	110.00000000	361.00000000	2605.00000000	12136.00000000	12766.00000000	659.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.80000000	110.00000000	110.00000000	0.00000000
0.12465623	34.07803345	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13322.38395786	28631.00000000	144.00000000	483.00000000	3276.00000000	13817.00000000	10703.00000000	206.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.80000000	110.00000000	110.00000000	0.00000000
0.12535066	33.31457520	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13382.48673868	28571.00000000	143.00000000	496.00000000	3324.00000000	14066.00000000	10387.00000000	155.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.80000000	110.00000000	110.00000000	0.00000000
0.12604512	32.76477432	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13442.22194195	28578.00000000	144.00000000	484.00000000	3304.00000000	14024.00000000	10473.00000000	148.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.90000000	110.00000000	110.00000000	0.00000000
0.12673956	36.72797775	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13501.74969721	28578.00000000	144.00000000	484.00000000	3304.00000000	14024.00000000	10473.00000000	148.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.90000000	110.00000999	110.00000000	0.00000000
0.12743403	36.43807602	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13562.42797470	28554.00000000	153.00000000	517.00000000	3453.00000000	14347.00000000	9977.00000000	107.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.90000000	110.00000000	110.00000000	0.00000000
0.12812846	29.56330490	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13622.33883524	28548.00000000	156.00000000	518.00000000	3508.00000000	14352.00000000	9911.00000000	102.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.90000000	110.00000000	110.00000000	0.00000000
0.12882289	30.40101433	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13682.45937395	28719.00000000	146.00000000	495.00000000	3302.00000000	13900.00000000	10623.00000000	253.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1231.90000000	110.00000000	110.00000000	0.00000000
0.12951735	31.63640976	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13742.37144661	28601.00000000	140.00000000	482.00000000	3230.00000000	13800.00000000	10727.00000000	222.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13021181	31.35089874	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13802.47397995	28551.00000000	143.00000000	474.00000000	3252.00000000	13843.00000000	10656.00000000	183.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13090625	27.72002411	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13862.57835293	28630.00000000	139.00000000	465.00000000	3136.00000000	13434.00000000	11146.00000000	308.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13160070	28.50313759	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13922.50467777	28615.00000000	144.00000000	473.00000000	3228.00000000	13760.00000000	10794.00000000	217.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13229516	27.95816231	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	13982.03161049	28615.00000000	144.00000000	473.00000000	3228.00000000	13760.00000000	10794.00000000	217.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13298959	29.75986671	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14042.32837200	28565.00000000	139.00000000	493.00000000	3371.00000000	14068.00000000	10350.00000000	145.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13368404	30.13330841	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14102.43054962	28516.00000000	158.00000000	514.00000000	3479.00000000	14331.00000000	9926.00000000	108.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13437849	29.92683411	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14162.35771275	28575.00000000	160.00000000	520.00000000	3479.00000000	14430.00000000	9863.00000000	122.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13507294	29.92424965	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14222.46113873	28637.00000000	149.00000000	486.00000000	3295.00000000	13781.00000000	10670.00000000	256.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.10000000	110.00000000	110.00000000	0.00000000
0.13576739	28.23857307	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14282.38983297	28633.00000000	148.00000000	492.00000000	3284.00000000	13833.00000000	10682.00000000	195.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.10000000	110.00000000	110.00000999	0.00000000
0.13646183	29.50631332	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14342.49230480	28673.00000000	138.00000000	471.00000000	3244.00000000	13636.00000000	10890.00000000	294.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.00000000	110.00000000	110.00000000	0.00000000
0.13715628	30.97786903	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14402.40262794	28626.00000000	134.00000000	453.00000000	3145.00000000	13513.00000000	11112.00000000	268.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.10000000	110.00000000	110.00000000	0.00000000
0.13785074	30.86679077	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14462.31557274	28690.00000000	131.00000000	456.00000000	3122.00000000	13447.00000000	11219.00000000	313.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.10000000	110.00000000	110.00000000	0.00000000
0.13854518	31.76397324	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14522.43390989	28581.00000000	139.00000000	456.00000000	3128.00000000	13472.00000000	11100.00000000	286.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.10000000	110.00000000	110.00000000	0.00000000
0.13923964	34.89532089	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14582.34461355	28653.00000000	136.00000000	463.00000000	3199.00000000	13747.00000000	10887.00000000	221.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.10000000	110.00000000	110.00000000	0.00000000
0.13993409	31.70825768	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14642.44914484	28653.00000000	143.00000000	470.00000000	3225.00000000	13642.00000000	10876.00000000	297.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.20000000	110.00000000	110.00000000	0.00000000
0.14062854	32.91323471	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14702.18570662	28607.00000000	141.00000000	475.00000000	3197.00000000	13711.00000000	10856.00000000	227.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.20000000	110.00000000	110.00000000	0.00000000
0.14132297	33.50724792	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14762.47838640	28686.00000000	147.00000000	459.00000000	3215.00000000	13676.00000000	10892.00000000	296.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.20000000	110.00000999	110.00000000	0.00000000
0.14201744	33.93046188	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14822.38859224	28642.00000000	147.00000000	486.00000000	3237.00000000	13804.00000000	10734.00000000	234.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.20000000	110.00000000	110.00000000	0.00000000
0.14271187	37.11565399	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14882.50914335	28685.00000000	138.00000000	475.00000000	3303.00000000	13860.00000000	10701.00000000	208.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	1232.20000000	110.00000000	110.00000000	0.00000000
0.14340633	36.72679901	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	14942.42027044	28648.00000000	146.00000000	477.00000000	3273.00000000	13857.00000000	10649.00000000	245.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.20000000	110.00000000	110.00000000	0.00000000
0.14410077	38.16303253	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15002.33044243	28575.00000000	147.00000000	483.00000000	3261.00000000	13925.00000000	10569.00000000	190.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.20000000	110.00000000	110.00000000	0.00000000
0.14479521	51.78558350	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15062.43428326	28640.00000000	141.00000000	493.00000000	3292.00000000	13840.00000000	10630.00000000	243.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.20000000	110.00000000	110.00000000	0.00000000
0.14548966	55.13738632	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15121.97678185	28640.00000000	141.00000000	493.00000000	3292.00000000	13840.00000000	10630.00000000	243.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.30000000	110.00000000	110.00000000	0.00000000
0.14618412	56.93579102	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15182.46509075	28668.00000000	152.00000000	487.00000000	3269.00000000	13845.00000000	10660.00000000	255.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.30000000	110.00000000	110.00000000	0.00000000
0.14687855	67.58963013	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15242.37442017	28596.00000000	145.00000000	483.00000000	3307.00000000	13857.00000000	10587.00000000	216.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.30000000	110.00000000	110.00000000	0.00000000
0.14757300	64.85620880	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15302.49311399	28608.00000000	147.00000000	494.00000000	3297.00000000	13972.00000000	10519.00000000	179.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.40000000	110.00000000	110.00000000	0.00000000
0.14826746	64.46366882	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15362.40415859	28612.00000000	151.00000000	488.00000000	3263.00000000	13759.00000000	10712.00000000	238.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.40000000	110.00000000	110.00000000	0.00000000
0.14896189	66.00123596	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15422.31519461	28606.00000000	149.00000000	485.00000000	3255.00000000	13812.00000000	10708.00000000	196.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.40000000	110.00000000	110.00000000	0.00000000
0.14965635	34.84107590	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15482.41810751	28610.00000000	143.00000000	468.00000000	3247.00000000	13662.00000000	10825.00000000	265.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.50000000	110.00000000	110.00000000	0.00000000
0.15035080	42.13114166	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15542.34532356	28594.00000000	134.00000000	463.00000000	3175.00000000	13569.00000000	11021.00000000	232.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.50000000	110.00000000	110.00000000	0.00000000
0.15104524	37.01992035	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15602.44804716	28647.00000000	137.00000000	448.00000000	3124.00000000	13405.00000000	11215.00000000	317.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.50000000	110.00000000	110.00000000	0.00000000
0.15173969	45.59735870	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15662.37511635	28579.00000000	134.00000000	445.00000000	3051.00000000	13378.00000000	11300.00000000	271.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.60000000	110.00000000	110.00000000	0.00000000
0.15243414	49.50173187	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15722.47938967	28586.00000000	126.00000000	439.00000000	3100.00000000	13471.00000000	11226.00000000	224.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.60000000	110.00000000	110.00000000	0.00000000
0.15312857	47.40495682	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15782.39076519	28671.00000000	129.00000000	440.00000000	3033.00000000	13366.00000000	11381.00000000	321.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.60000000	110.00000000	110.00000000	0.00000000
0.15382302	48.94758224	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15842.49108648	28560.00000000	130.00000000	443.00000000	3039.00000000	13341.00000000	11319.00000000	288.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.60000000	110.00000000	110.00000000	0.00000000
0.15451747	40.55051804	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15902.41926718	28600.00000000	138.00000000	442.00000000	3148.00000000	13497.00000000	11153.00000000	222.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.70000000	110.00000000	110.00000000	0.00000000
0.15521193	40.41174698	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	15962.52177238	28595.00000000	132.00000000	451.00000000	3138.00000000	13486.00000000	11099.00000000	290.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.70000000	110.00000000	110.00000000	0.00000000
0.15590638	41.49540329	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	16022.43268919	28551.00000000	136.00000000	464.00000000	3173.00000000	13541.00000000	10998.00000000	239.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.70000000	110.00000000	110.00000000	0.00000000
0.15660083	42.00590897	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	16082.53508568	28556.00000000	142.00000000	470.00000000	3240.00000000	13810.00000000	10713.00000000	182.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.70000000	110.00000000	110.00000000	0.00000000
0.15729526	44.16117096	56.33333333	0.92592593	30.00000000	2.57606178	60.00000000	261.34549601	16142.46263695	28563.00000000	134.00000000	478.00000000	3276.00000000	13835.00000000	10679.00000000	160.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1232.70000000	110.00000000	110.00000000	0.00000000
