Day fraction since midnight on 11/10/2022	7 kPa (cm)	Raw Water Pump ()	Pump Control ()	Clay Pump ()	PACl Pump ()	Floc Recycle Pump ()	Bulk Effluent Pump ()	ChemTrac Read All ()	PC 1.2 Total N ()	PC 1.2 Bin 1 N ()	PC 1.2 Bin 2 N ()	PC 1.2 Bin 3 N ()	PC 1.2 Bin 4 N ()	PC 1.2 Bin 5 N ()	PC 1.2 Bin 6 N ()	PC 1.2 Cell ()	PC 1.3 Total N ()	PC 1.3 Bin 1 N ()	PC 1.3 Bin 2 N ()	PC 1.3 Bin 3 N ()	PC 1.3 Bin 4 N ()	PC 1.3 Bin 5 N ()	PC 1.3 Bin 6 N ()	PC 1.3 Cell ()	PACl Scale ()	Raw Turbidity ()	Settled Water Turbidimeter ()	Basin Pump Duty Cycle ()
0.49618841	2.88535333	100.77777778	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	482.20535660	28866.00000000	383.00000000	997.00000000	5115.00000000	15718.00000000	6553.00000000	100.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.68880868	46.65481567	0.00000000
0.49688286	2.86767220	100.77777778	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	542.30675268	28834.00000000	438.00000000	1073.00000000	5427.00000000	15874.00000000	5942.00000000	79.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.44277465	39.50525665	0.00000000
0.49757731	2.84603119	100.77777778	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	602.42785597	-0.00000000	0.00000000	0.00000000	158793369769144048000000000000.00000000	-0.00000000	0.00000000	2.00404263	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1219.40000000	0.36290178	37.92876434	0.00000000
0.49827177	2.81257010	100.77777778	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	662.34080696	28829.00000000	470.00000000	1184.00000000	5954.00000000	16289.00000000	4900.00000000	33.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.93991327	46.32671356	0.00000000
0.49896622	2.79752135	100.77777778	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	721.86630154	28829.00000000	470.00000000	1184.00000000	5954.00000000	16289.00000000	4900.00000000	33.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.62286991	72.01831055	0.00000000
0.49966068	2.80520582	100.77777778	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	782.36815357	28629.00000000	169.00000000	525.00000000	3259.00000000	13422.00000000	11003.00000000	252.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.47345778	99.28719330	0.00000000
0.50035513	2.77881455	100.77777778	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	842.28078604	28546.00000000	114.00000000	367.00000000	2552.00000000	11684.00000000	13167.00000000	661.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.41317812	108.71582031	0.00000000
0.50104958	2.78477216	56.33333333	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	902.57542133	28511.00000000	108.00000000	360.00000000	2448.00000000	11370.00000000	13452.00000000	773.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.40300873	105.86635590	0.00000000
0.50174403	2.75863218	101.40000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	962.48559523	28543.00000000	121.00000000	398.00000000	2593.00000000	11694.00000000	13075.00000000	662.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.30000000	0.40469715	101.93186951	0.00000000
0.50243846	2.72097921	152.10000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1022.41474390	28607.00000000	125.00000000	419.00000000	2652.00000000	12045.00000000	12820.00000000	547.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.40000000	0.40021563	98.79383850	0.00000000
0.50313293	2.76629043	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1082.32592297	28541.00000000	140.00000000	438.00000000	2767.00000000	12228.00000000	12470.00000000	497.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.30000000	0.33766374	94.61288452	0.00000000
0.50382738	2.90366960	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1142.42902708	28622.00000000	151.00000000	476.00000000	3050.00000000	12943.00000000	11673.00000000	329.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.30000000	0.31931439	85.79868317	0.00000000
0.50452183	2.92765760	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1202.35567188	28610.00000000	175.00000000	542.00000000	3387.00000000	13783.00000000	10534.00000000	188.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1219.30000000	0.30860674	80.66180420	0.00000000
0.50521628	2.87610054	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1263.41825485	8.00000000	4.00000000	2.00000000	2.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	23.20000000	0.29650882	75.33686829	0.00000000
0.50591072	2.86244631	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1323.33056307	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	-0.10000000	0.28355762	73.77147675	0.00000000
0.50660518	2.90341735	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1383.45066118	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	86.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	-0.10000000	0.28560603	72.01951599	0.00000000
0.50729963	2.85877895	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1443.36112547	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	-0.10000000	0.28747603	71.72660065	0.00000000
0.50799407	2.81841707	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1503.28828382	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.80000000	0.27542329	71.71703339	0.00000000
0.50868853	2.86670494	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1563.37565327	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	86.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.80000000	0.27215070	70.69309998	0.00000000
0.50938298	2.85418153	202.80000000	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1623.30560875	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.90000000	0.28231773	70.40058136	0.00000000
0.51007744	2.80201674	160.10526316	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1683.40959740	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.80000000	0.26924792	69.72821808	0.00000000
0.51077190	2.81699824	160.10526316	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1743.33697891	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.90000000	0.27168530	68.73835754	0.00000000
0.51146635	2.81489873	160.10526316	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1802.48044205	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1218.00000000	0.26811072	67.91008759	0.00000000
0.51216082	2.83440351	160.10526316	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1863.35244799	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	86.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	0.00000000	0.46052665	67.57919312	0.00000000
0.51285527	2.79972243	160.10526316	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1923.08708763	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.80000000	0.28293285	65.75752258	0.00000000
0.51354974	2.76190281	160.10526316	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	1983.38335180	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.26801825	65.21891022	0.00000000
0.51424418	2.79005218	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2043.29666376	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.26092470	64.57724762	0.00000000
0.51493862	2.75354218	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2103.39954758	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	86.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.26114568	63.71671677	0.00000000
0.51563309	2.79016995	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2163.13454962	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.27147129	63.65190506	0.00000000
0.51632753	2.83628368	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2223.42927647	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	85.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.80000000	0.26080185	63.75674820	0.00000000
0.51702199	2.75933576	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2283.34251356	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	84.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.25942829	63.43533707	0.00000000
0.51771645	2.80198574	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2343.46178198	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	86.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.25871140	64.99214172	0.00000000
0.51806369	2.76624823	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2402.41399670	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	86.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.25684458	64.10659027	0.00000000
0.51875812	2.75590134	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2462.90066624	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	86.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	0.25684999	65.64332581	0.00000000
0.52014704	2.77494216	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2582.35580873	28674.00000000	1186.00000000	2722.00000000	11076.00000000	13078.00000000	612.00000000	1.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.80000000	0.25598794	33.83927536	0.00000000
0.52153594	-3.52976108	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2702.37325001	28689.00000000	819.00000000	2044.00000000	9523.00000000	15568.00000000	735.00000000	0.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.50000000	0.25637263	35.97807693	0.00000000
0.52292485	1.45585001	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2822.40220213	28761.00000000	496.00000000	1326.00000000	6700.00000000	16928.00000000	3306.00000000	5.00000000	87.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.50000000	0.25887704	40.10147476	0.00000000
0.52466098	1.41678298	184.36363636	0.92592593	0.00000000	0.00000000	0.00000000	261.34549601	2942.41820002	28726.00000000	1243.00000000	2492.00000000	9664.00000000	13659.00000000	1656.00000000	11.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.40000000	0.25859711	16.49069786	0.00000000
0.52535543	1.41902685	184.36363636	0.92592593	24.00000000	3.48135593	0.00000000	261.34549601	3002.34463978	28562.00000000	1834.00000000	3344.00000000	10730.00000000	11414.00000000	1230.00000000	10.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.40000000	0.25903159	13.03910255	0.00000000
Begin adding PACl and Clay
0.52604988	1.44835806	184.36363636	0.92592593	24.00000000	3.48135593	0.00000000	261.34549601	3062.44995832	28416.00000000	2242.00000000	3842.00000000	11305.00000000	10114.00000000	905.00000000	8.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.40000000	6.63514709	11.68575096	0.00000000
0.52674435	1.39768815	184.36363636	0.92592593	24.00000000	3.48135593	0.00000000	261.34549601	3122.36122847	28339.00000000	2434.00000000	4140.00000000	11565.00000000	9478.00000000	718.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.40000000	74.46036530	11.01447678	0.00000000
0.52743878	1.40163076	184.36363636	0.92592593	24.00000000	3.48135593	0.00000000	261.34549601	3182.67201805	28259.00000000	2549.00000000	4184.00000000	11465.00000000	9311.00000000	746.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.30000000	68.42700195	10.58928871	0.00000000
0.52813324	1.40095806	184.36363636	0.92592593	25.20000000	3.48135593	0.00000000	261.34549601	3242.39138365	28123.00000000	2803.00000000	4389.00000000	11169.00000000	8929.00000000	828.00000000	6.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.20000000	66.97114563	9.89861584	0.00000000
0.52882771	1.38463187	184.36363636	0.92592593	25.20000000	3.48135593	0.00000000	261.34549601	3302.30565023	27980.00000000	3023.00000000	4637.00000000	11063.00000000	8472.00000000	779.00000000	6.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.20000000	70.89701843	9.16395664	0.00000000
0.52952216	1.42257822	184.36363636	0.92592593	26.40000000	3.48135593	0.00000000	261.34549601	3362.42226124	27804.00000000	3299.00000000	4879.00000000	11056.00000000	7903.00000000	662.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.10000000	76.15467072	110.00000000	0.00000000
0.53021660	1.41856694	184.36363636	0.92592593	26.40000000	3.48135593	0.00000000	261.34549601	3422.33566284	27693.00000000	3514.00000000	5107.00000000	11020.00000000	7454.00000000	594.00000000	4.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.00000000	79.13075256	8.59202290	0.00000000
0.53091107	1.39009798	184.36363636	0.92592593	26.40000000	3.48135593	0.00000000	261.34549601	3482.43823338	27612.00000000	3716.00000000	5205.00000000	10977.00000000	7180.00000000	530.00000000	4.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1217.00000000	80.97265625	7.87125731	0.00000000
0.53160551	1.38790917	184.36363636	0.92592593	28.20000000	3.48135593	0.00000000	261.34549601	3542.35130882	27497.00000000	3887.00000000	5375.00000000	10866.00000000	6873.00000000	493.00000000	3.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.90000000	83.31285858	7.65349483	0.00000000
0.53229995	1.42770457	184.36363636	0.92592593	28.20000000	3.48135593	0.00000000	261.34549601	3602.46796846	27451.00000000	4001.00000000	5440.00000000	10814.00000000	6676.00000000	515.00000000	4.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.80000000	89.16624451	7.44516897	0.00000000
0.53299441	1.38283288	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	3662.38076305	27485.00000000	3917.00000000	5415.00000000	10993.00000000	6663.00000000	494.00000000	4.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.80000000	89.20075226	7.81010628	0.00000000
0.53368887	1.39313519	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	3722.48586369	27838.00000000	3480.00000000	5225.00000000	11555.00000000	7064.00000000	510.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.70000000	96.45787048	8.32990360	0.00000000
0.53438331	1.43446743	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	3782.60299730	28040.00000000	3159.00000000	4933.00000000	11906.00000000	7536.00000000	501.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.60000000	97.92916870	9.19586372	0.00000000
0.53507777	1.42050564	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	3842.32431030	28284.00000000	2749.00000000	4547.00000000	12122.00000000	8324.00000000	537.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.60000000	98.51676941	9.68827534	0.00000000
0.53577223	1.44977140	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	3902.42791891	28303.00000000	2651.00000000	4463.00000000	12143.00000000	8495.00000000	548.00000000	4.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.50000000	98.93305969	9.68827999	0.00000000
0.53646666	1.43557155	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	3962.16342688	28169.00000000	2851.00000000	4690.00000000	12233.00000000	7916.00000000	475.00000000	4.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.50000000	99.48051453	8.48111439	0.00000000
0.53716112	1.39745104	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4022.45837593	28040.00000000	3130.00000000	5013.00000000	12172.00000000	7299.00000000	422.00000000	4.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.40000000	99.56376648	7.89480925	0.00000000
0.53785559	1.44867241	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4082.36923885	27904.00000000	3510.00000000	5345.00000000	12100.00000000	6595.00000000	352.00000000	2.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.30000000	100.39446259	7.30317402	0.00000000
0.53855002	1.45185459	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4142.47624063	27741.00000000	3763.00000000	5538.00000000	11928.00000000	6202.00000000	309.00000000	1.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.30000000	100.46584320	7.08609486	0.00000000
0.53924448	1.49064445	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4202.40113735	27557.00000000	3870.00000000	5596.00000000	11797.00000000	5998.00000000	290.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.20000000	100.69465637	6.75180578	0.00000000
0.53993892	1.46128047	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4262.31189251	27291.00000000	4261.00000000	5878.00000000	11424.00000000	5449.00000000	276.00000000	2.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.20000000	100.81727600	6.10759211	0.00000000
0.54063338	1.48308909	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4322.41719913	26952.00000000	4586.00000000	6016.00000000	11013.00000000	5048.00000000	283.00000000	6.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.10000000	101.14591217	6.16469002	0.00000000
0.54132783	1.50819540	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4382.71071720	26583.00000000	4939.00000000	6128.00000000	10560.00000000	4664.00000000	287.00000000	5.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.10000000	101.10417175	5.32985926	0.00000000
0.54202229	1.47877955	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4442.44672871	26025.00000000	5350.00000000	6226.00000000	9947.00000000	4215.00000000	281.00000000	6.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1216.00000000	101.24403381	5.00572109	0.00000000
0.54271672	1.50912964	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4502.37255812	25697.00000000	5562.00000000	6291.00000000	9662.00000000	3900.00000000	273.00000000	8.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.90000000	101.23470306	4.73737812	0.00000000
0.54341118	1.54009771	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4562.47741985	25061.00000000	5924.00000000	6205.00000000	8973.00000000	3662.00000000	288.00000000	8.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.90000000	101.82916260	4.60882044	0.00000000
0.54410563	1.48173845	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4622.38831806	24556.00000000	6179.00000000	6095.00000000	8487.00000000	3477.00000000	308.00000000	9.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.80000000	102.16754150	4.81762743	0.00000000
0.54480007	1.48193371	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4682.49296618	24924.00000000	6442.00000000	6265.00000000	8467.00000000	3421.00000000	318.00000000	11.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.70000000	102.13784027	4.19065905	0.00000000
0.54549454	1.51608193	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4742.22824383	24045.00000000	6538.00000000	6024.00000000	7921.00000000	3251.00000000	301.00000000	10.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.70000000	102.32931519	4.70775270	0.00000000
0.54618899	1.52643704	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4802.33228397	24121.00000000	6343.00000000	5898.00000000	8011.00000000	3530.00000000	328.00000000	10.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.60000000	102.65531158	3.83882618	0.00000000
0.54688344	1.51047468	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4862.43534803	23285.00000000	6803.00000000	5910.00000000	7380.00000000	2903.00000000	281.00000000	9.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.50000000	102.79422760	3.70173240	0.00000000
0.54757789	1.54160511	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4922.34546852	22581.00000000	6950.00000000	5791.00000000	6889.00000000	2687.00000000	254.00000000	10.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.50000000	102.48949432	3.51091456	0.00000000
0.54827232	1.45396256	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	4982.27435160	21752.00000000	7036.00000000	5597.00000000	6391.00000000	2454.00000000	263.00000000	11.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.40000000	102.75264740	3.37723970	0.00000000
0.54896677	1.48643827	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	5042.37714052	21014.00000000	7113.00000000	5387.00000000	5927.00000000	2308.00000000	265.00000000	14.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.40000000	102.75264999	3.39764357	0.00000000
0.54966124	1.50037122	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	5102.48002768	20742.00000000	7210.00000000	5287.00000000	5761.00000000	2214.00000000	260.00000000	11.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.30000000	103.08696747	3.23756957	0.00000000
0.55035570	1.49454796	184.36363636	0.92592593	30.00000000	3.48135593	0.00000000	261.34549601	5162.58499193	19414.00000000	6952.00000000	4952.00000000	5220.00000000	2032.00000000	243.00000000	16.00000000	88.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	88.00000000	1215.20000000	102.50479889	3.04439139	0.00000000
